,Release_date,Title,movie_id,Director,movie_summary,genre
284,2006-02-22,Thambi,10468636,['Seeman'],"['Parvathy', 'is', 'elated', 'when', 'she', 'finds', 'out', 'that', 'her', 'brother,', 'Saravanan,', 'who', 'has', 'been', 'missing', 'for', '15', 'years,', 'is', 'in', 'Goa.', 'However,', 'somebody', 'has', 'already', 'hatched', 'a', 'plan', 'to', 'kill', 'him.']","['Action', ' Thriller']"
285,2006-02-24,Kovai Brothers,2325799,['SakthiChidambaram'],"['Friends', 'Ganesh', 'and', 'Vasanth', 'come', 'to', 'Chennai', 'to', 'find', 'the', 'killers', 'of', ""Ganesh's"", 'niece', 'and', 'seek', 'revenge.', 'They', 'take', 'up', 'a', 'job', 'at', 'a', 'television', 'channel', 'to', 'accomplish', 'their', 'mission.']",['']
286,2006-03-10,Oru Kadhal Seiveer,13684496,['RaviBhargavan'],"['Kamesh', '(Santhosh),', 'a', 'playboy,', 'meets', 'the', 'modern', 'and', 'practical', 'girl', 'Subha', '(Archana', 'Galrani).', 'Subha', 'wants', 'a', 'non-committed', 'relationship', 'and', 'the', 'two', 'start', 'to', 'hang', 'out,', 'and', 'one', 'day,', 'they', 'even', 'have', 'sex.', 'Kamesh', 'slowly', 'falls', 'in', 'love', 'with', 'her', 'and', 'wants', 'to', 'settle', 'down', 'in', 'life,', 'so', 'he', 'asks', 'her', 'to', 'marry', 'him', 'but', 'Subha', 'declines.', 'Thereafter,', 'Subha', 'agrees', 'for', 'an', 'arranged', 'marriage', 'with', 'the', 'engineer', 'Anand', '(Krishna)', 'who', 'is', 'also', ""Kamesh's"", 'best', 'friend.', 'The', 'young', 'couple', 'moves', 'to', 'Ooty.', 'Kamesh', 'is', 'still', 'obsessed', 'with', 'Subha', 'and', 'wants', 'to', 'have', 'sex', 'with', 'her', 'one', 'more', 'time,', 'so', 'he', 'arrives', 'in', 'Ooty', 'and', 'stays', 'at', 'their', 'home.', 'Kamesh', 'starts', 'to', 'lust', 'for', 'her', 'but', 'she', 'refuses', 'to', 'cheat', 'on', 'her', 'kind-hearted', 'husband.', 'Kamesh', 'then', 'tortures', 'her', 'mentally', 'for', 'sleeping', 'with', 'her', 'and', 'Subha', 'eventually', 'accepts', 'and', 'brings', 'him', 'to', 'a', 'hotel.', 'There,', 'she', 'gives', 'an', 'interview', 'for', 'the', 'journalists', 'she', 'has', 'invited', 'and', 'Kamesh', 'is', 'dazed.', 'Subha', 'tells', 'them', 'that', 'she', 'had', 'premarital', 'sex', 'with', 'someone', 'and', 'he', 'is', 'now', 'torturing', 'her,', 'she', 'then', 'takes', 'a', 'knife', 'and', 'stabs', 'Kamesh', 'to', 'death.', 'Subha', 'is', 'arrested', 'for', 'the', 'murder', 'and', 'is', 'sentenced', 'to', 'five', 'years', 'in', 'prison.', 'The', 'film', 'ends', 'with', 'Anand', 'comforting', 'his', 'wife', 'in', 'jail', 'and', 'he', 'swears', 'that', 'he', 'will', 'wait', 'for', 'her.']",['Drama']
287,2006-03-10,Sudesi,824704,['A.Y.Jeppy'],"['An', 'idealist', 'named', 'Hindustani', 'comes', 'across', 'evidence', 'against', 'the', ""State's"", 'Chief', 'Minister', 'R.C.', 'Narayan.', 'He', 'abducts', 'his', 'aide,', 'a', 'politician', 'named', 'Raghavchari,', 'then', 'fakes', 'his', 'death', 'by', 'a', 'motor', 'vehicle', 'accident.', 'After', 'convincing', 'everyone', 'about', 'this', 'death,', 'he', 'keeps', 'him', 'captive,', 'and', 'starts', 'to', 'blackmail', 'the', 'Chief', 'Minister', 'with', 'hopes', 'to', 'bring', 'about', 'change', '-', 'but', 'Narayan', 'has', 'other', 'plans', 'for', 'him.—rAjOo', '(gunwanti@hotmail.com)']","['Action', ' Crime', ' Drama']"
288,2006-03-17,Mercury Pookkal,806118,['S.S.Stanley'],"['A', 'boy', 'and', 'girl', 'get', 'married', 'due', 'to', 'the', 'pressure', 'from', 'their', 'respective', 'families.', 'Eventually,', 'they', 'fall', 'in', 'love', 'with', 'each', 'other.', 'But', 'a', 'new', 'challenge', 'awaits', 'their', 'relationship.']",['Romance']
289,2006-03-17,Pattiyal,1034402,['Vishnuvardhan'],"['Two', 'orphaned', 'youths', 'with', 'incredible', 'realism', 'of', 'trust,', 'friendship,', 'and', 'ultimate', 'betrayal', 'and', 'what', 'happens', 'in', 'their', 'life.']",['Crime']
290,2006-03-24,Unarchigal,9244928,['K.Rajan'],"['The', 'movie', 'deals', 'with', 'Selvam', '(Kamal),', 'an', '18', 'year', 'old', 'simpleton', 'who', 'works', 'in', 'a', 'small', 'village.', 'He', 'is', 'sexually', 'harassed', 'by', 'his', ""landlord's"", 'sister,', 'a', 'widow.', 'Unable', 'to', 'bear', 'it', 'any', 'longer,', 'Selvam', 'goes', 'to', 'Madras(Chennai).', 'However,', 'he', 'is', 'again', 'harassed', 'in', 'a', 'similar', 'way', 'by', 'people', 'whom', 'he', 'meets.', 'He', 'finds', 'work', 'at', 'a', 'hotel', 'as', 'a', 'room', 'boy', 'where', 'he', 'meets', 'Srividya', '(Maragadham),', 'a', 'prostitute.', 'He', 'then', 'rescues', 'her', 'once', 'from', 'a', 'raid.', 'After', 'he', 'saves', 'her,', 'she', 'develops', 'a', 'soft', 'spot', 'towards', 'him.', 'He', 'lives', 'in', ""Srividya's"", 'house', 'as', 'a', 'servant', 'but', 'later', 'is', 'thrown', 'away', 'from', 'her', 'home.', 'In', 'the', 'end', 'kamal', 'gets', 'affected', 'by', 'an', 'STD', 'and', 'is', 'shown', 'in', 'a', 'hospital', 'being', 'treated', 'by', 'a', 'doctor', '(Major', 'Sundarrajan)', 'and', 'eventually', 'dies.']",['Drama']
291,2006-04-07,Theenda Theenda,13684476,['A.P.Muhan'],"['Azhagesan', '(Shivhasan)', 'is', 'a', 'jobless', 'youngster', 'and', 'a', 'chain', 'smoker', 'who', 'spends', 'his', 'time', 'roaming', 'with', 'his', 'friends', 'in', 'the', 'village.', 'His', 'mother', 'Ponnatha', '(Vadivukkarasi)', 'loves', 'him', 'more', 'than', 'anything', 'and', 'spoils', 'him', 'while', 'his', 'father', 'Paramasivam', '(Rajesh)', 'hates', 'him', 'for', 'being', 'a', 'wastrel.', 'Azhagesan', 'and', 'Deivana', '(Shravya),', 'the', 'daughter', 'of', 'the', 'village', 'bigwig', 'Ramasamy', '(Sethu', 'Vinayagam),', 'fall', 'in', 'love', 'with', 'each', 'other.', 'Their', 'love', 'affair', 'crosses', 'through', 'mild', 'hassles', 'like', 'when', ""Deivanai's"", 'cousin', 'Vinod', '(Vinod),', 'an', 'army', 'man', 'on', 'a', 'trip', 'to', 'his', 'village,', 'seeks', 'her', 'hand', 'in', 'marriage.', 'Vinod', 'realises', 'that', 'she', 'is', 'in', 'love', 'with', 'Vinod,', 'so', 'Anand', 'genuinely', 'accepts', 'their', 'love', 'and', 'he', 'leaves', 'the', 'village.', 'Meanwhile,', ""Azhagesan's"", 'cousin', 'Valli', '(Preethi', 'Varma)', 'arrives', 'at', 'his', 'village', 'and', 'starts', 'to', 'woo', 'Azhagesan.', 'The', 'villagers', 'decide', 'to', 'not', 'consume', 'alcohol', 'until', 'the', 'end', 'of', 'the', 'village', 'festival.', 'The', 'last', 'day', 'of', 'the', 'festival,', 'the', 'angry', 'arrack', 'traders', 'create', 'a', 'ruckus', 'in', 'the', 'village.', 'The', 'huts', 'of', 'the', 'villagers', 'catch', 'fire', 'and', 'many', 'villagers', 'have', 'died', 'including', 'Deivanai.', 'The', 'incident', 'disturbs', 'the', 'peace', 'of', 'the', 'place', 'causing', 'friction', 'between', 'two', 'communities.', 'The', 'fire', 'was,', 'in', 'fact,', 'caused', 'by', 'Azhagesan', 'who', 'had', 'inadvertently', 'tossed', 'out', 'his', 'cigarette', 'butt', 'in', 'a', 'haystack', 'that', 'day.', 'When', 'the', 'villagers', 'come', 'to', 'know', 'about', 'it,', 'they', 'beat', 'him', 'up', 'and', 'a', 'remorseful', 'Azhagesan', 'begs', 'them', 'to', 'kill', 'him', 'for', 'his', 'carelessness', 'but', 'they', 'let', 'him', 'go.', 'The', 'film', 'ends', 'with', 'a', 'saddened', 'Azhagesan', 'leaving', 'the', 'village.']",['Drama']
292,2006-04-14,Pachchak Kuthira,6750544,['Parthiban'],"['Watch', 'the', 'full', 'movie,', 'Simhamukhi,', 'only', 'on', 'Eros', 'Now.', 'Simhamukhi', 'is', 'a', '2011', 'Indian', 'Telugu', 'film,', 'directed', 'by', 'Parthiban', 'and', 'produced', 'by', 'Sandeep,', 'Swapnalok.', 'The', 'film', 'stars', 'Namitha,', 'Parthiban', 'and', 'Jyothi', 'Laxmi', 'in', 'lead', 'roles.', 'The', 'film', 'had', 'musical', 'score', 'by', 'Sabesh', 'Murali.']",['Drama']
293,2006-04-14,Thirupathi,2917786,['Perarasu'],"['A', 'honest', 'police', 'officer', 'finds', 'himself', 'in', 'a', 'face-off', 'with', 'his', 'criminal', 'father.']","['Action', ' Crime', ' Drama']"
294,2006-05-19,Thalai Nagaram,1365514,['Suraj'],"['Thalainagaram', 'dwells', 'on', 'a', 'gang', 'of', 'kind-hearted', 'henchmen', 'who', 'face', 'several', 'troubles', 'after', 'they', 'decide', 'to', 'reform.', 'Right', '(Sundar', 'C)', 'and', 'Balu', '(Bose', 'Venkat)', 'work', 'as', 'henchmen', 'to', 'a', 'don', 'Bhai', '(Judo', 'Rathnam).', 'Enters', 'Dhivya', '(Jyothirmayi),', 'who', 'settles', 'down', 'in', 'the', 'same', 'locality', 'where', 'Right', 'lives.', 'Meanwhile', 'Right', 'develops', 'a', 'difference', 'of', 'opinion', 'with', 'Bhai.', 'Right', 'ends', 'up', 'killing', ""Bhai's"", 'son.', 'Bhai', 'takes', 'revenge', 'by', 'killing', 'Balu.', 'It', 'brings', 'a', 'change', 'of', 'heart', 'in', 'Right', 'and', 'his', 'men.', 'When', 'they', 'decide', 'to', 'reform', 'and', 'lead', 'a', 'decent', 'life,', 'enters', 'bad', 'cop', 'Prakash', 'Raj,', 'who', 'forces', 'them', 'to', 'take', 'up', 'rowdyism', 'again.', 'Meanwhile', 'Bhai', 'is', 'on', 'the', 'pursuit', 'of', 'putting', 'an', 'end', 'to', 'Right.There', 'is', 'series', 'of', 'encounters', 'between', 'Right,', 'Bhai', 'ad', 'Gopinath', 'and', 'finally', 'Right', 'prevails.']",['Family']
295,2006-05-26,Kalinga,116740,['RamPrabha'],"['Dilip', 'kumar', 'was', 'playing', 'justice', 'kalinga', 'in', 'the', 'movie']",['Drama']
296,2006-05-26,Vanjagan,13684388,['A.M.Bhaskar'],"['The', 'film', 'begins', 'with', 'a', 'disfigured', 'man', 'running', 'with', 'a', 'suitcase', 'and', 'three', 'rowdies', 'chasing', 'him.', 'The', 'man', 'then', 'throws', 'the', 'suitcase', 'into', 'a', 'nearby', 'flat.', 'The', 'newspaper', 'reporter', 'Jeeva', '(Sujibala)', 'witnesses', 'the', 'whole', 'incident', 'from', 'her', 'flat,', 'she', 'then', 'takes', 'that', 'suitcase', 'and', 'brings', 'it', 'at', 'her', 'house.', 'When', 'she', 'opens', 'the', 'suitcase,', 'she', 'finds', 'a', 'diary', 'in', 'it', 'where', 'it', 'is', 'written', 'that', 'murders', 'of', 'four', 'influential', 'persons', 'in', 'the', 'city', 'will', 'happen', 'soon.', 'When', 'she', 'informs', 'the', 'police', 'about', 'this,', 'the', 'police', ""didn't"", 'take', 'the', 'matter', 'seriously.', 'So', 'Jeeva', 'and', 'her', 'boyfriend', 'Siva', '(Prathap),', 'a', 'private', 'detective,', 'begins', 'to', 'investigate', 'to', 'find', 'the', 'murderer.', 'After', 'the', 'murders', 'of', 'Arunachalam', '(Devan)', 'and', 'Panneerselvam', '(Sethu', 'Vinayagam),', 'the', 'two', 'influential', 'persons', 'who', 'were', 'mentioned', 'in', 'the', 'diary,', 'the', 'police', 'decides', 'to', 'conduct', 'its', 'investigation', 'with', 'the', 'help', 'of', 'Jeeva', 'and', 'Siva.', 'Jeeva', 'writes', 'a', 'press', 'article', 'about', 'the', 'three', 'rowdies', 'with', 'their', 'photos', 'and', 'concludes', 'that', 'the', 'rowdies', 'killed', 'the', 'two', 'influential', 'persons.', 'The', 'three', 'rowdies', 'then', 'call', 'her', 'to', 'threaten', 'her', 'but', 'she', 'refuses', 'to', 'remove', 'the', 'press', 'article.', 'Later,', 'rowdies', 'kidnap', 'Jeeva', 'and', 'sequester', 'her,', 'an', 'auto-driver', 'saves', 'her', 'and', 'admits', 'her', 'in', 'the', 'nearby', 'hospital.', 'Arrested', 'by', 'the', 'police,', 'the', 'three', 'rowdies', 'reveal', 'that', 'they', 'chased', 'the', 'disfigured', 'man', 'thinking', 'that', 'the', 'suitcase', 'was', 'containing', 'money', 'but', 'the', 'man', 'named', 'Cutting', 'Bhaskar,', 'also', 'a', 'rowdy,', 'told', 'them', 'that', 'there', 'was', 'no', 'money', 'in', 'the', 'suitcase', 'so', 'in', 'anger,', 'they', 'brutally', 'kill', 'him', 'and', 'ran', 'away.', 'Siva', 'finds', 'a', 'similarity', 'between', 'the', 'two', 'murders:', 'five', 'minutes', 'before', 'they', 'were', 'killed,', 'the', 'victims', 'get', 'a', 'call', 'from', 'the', 'same', 'phone', 'number.', 'The', 'police', 'track', 'down', 'the', 'home', 'address', 'of', 'the', 'owner', 'of', 'the', 'phone', 'number', 'and', 'discovers', 'a', 'dead', 'body', 'at', 'that', 'address.', 'Siva', 'later', 'reveals', 'that', 'the', 'auto', 'driver', 'was,', 'in', 'fact,', 'his', 'senior', 'Suman', '(Suman)', 'and', 'secretly', 'works', 'in', 'this', 'case.', 'Chinrasu', 'is', 'found', 'dead', 'with', 'bullet', 'wounds.', 'Siva', 'finally', 'finds', 'the', 'fourth', ""victim's"", 'home', 'address', 'but', 'when', 'the', 'police', 'arrive', 'at', 'the', 'place,', 'Thirunavukkarasu', '(Azhagu)', 'is', 'found', 'dead.', 'The', 'police', 'then', 'arrest', 'the', 'two', 'suspects:', 'Veera', '(Chandrahassan', 'Jayaprakash)', 'and', 'Ravi', '(Vaiyapuri)', 'who', 'murdered', 'the', 'four', 'persons.', 'The', 'two', 'become', 'mentally', 'handicapped', 'persons', 'after', 'an', 'incident', 'that', 'upended', 'their', 'lives.', 'Veera', 'was', 'a', 'teenager', 'who', 'lived', 'with', 'his', 'parents', 'and', 'beloved', 'sister.', 'His', 'father', 'deposited', 'all', 'his', 'savings', 'in', 'a', 'chit', 'fund', 'company', 'for', 'his', ""daughter's"", 'marriage', 'but', 'one', 'day,', 'the', 'chit', 'fund', 'company', 'employees', 'swindled', 'their', 'money', 'and', 'escaped.', 'Thereafter,', ""Veera's"", 'family', 'committed', 'suicide.', 'Ravi', 'was', 'also', 'a', 'victim', 'of', 'this', 'scam.', 'Together,', 'they', 'decided', 'to', 'kill', 'the', 'four', 'employees', 'of', 'that', 'fake', 'chit', 'fund', 'company.', 'In', 'view', 'of', 'their', 'mental', 'health,', 'the', 'court', 'judge', 'sends', 'them', 'to', 'a', 'mental', 'asylum.']",['Drama']
297,2006-06-02,Don Chera,13684376,['K.S.Saravanan'],"['The', 'jobless', 'and', 'carefree', 'young', 'man', 'Cheran', '(Ranjith)', 'lives', 'with', 'his', 'parents', '(Chandrasekhar', 'and', 'Meera', 'Krishnan)', 'and', 'his', 'elder', 'brother', 'Ravi', '(Ramesh', 'Maali).', 'His', 'father', 'wants', 'him', 'to', 'find', 'a', 'job', 'and', 'Cheran', 'sets', 'up', 'a', 'roadside', 'street', 'food', 'business', 'along', 'with', 'his', 'friends.', 'One', 'day,', 'an', 'exchange', 'with', 'a', 'customer', 'escalates', 'and', 'Cheran', 'has', 'to', 'kill', 'him', 'to', 'save', 'his', 'friend', 'Kutty', '(Velmurugan).', 'The', 'killed', 'customer', 'turns', 'out', 'to', 'be', 'the', 'brother', 'of', 'the', 'rowdy', 'Ezhumalai', '(V.', 'K.', 'R.', 'Ragu).', 'Cheran', 'and', 'Kutty', 'have', 'no', 'choice', 'but', 'to', 'hide', 'from', 'the', 'police', 'and', 'they', 'then', 'meet', ""Ezhumalai's"", 'archenemy', '""Royapuram""', 'Bava', '(R.', 'N.', 'R.', 'Manohar)', 'who', 'promises', 'to', 'offer', 'them', 'protection.', 'Kamal', 'Bhai', '(S.', 'Rajasekar),', 'a', 'pious', 'man', 'who', 'solves', 'underworld', 'crime', 'issue,', 'arranges', 'a', 'meeting', 'between', 'Cheran', 'and', 'Ezhumalai.', 'During', 'the', 'meeting,', 'Ezhumalai', 'who', 'is', 'full', 'of', 'rage', 'tries', 'to', 'kill', 'Cheran', 'but', 'Cheran', 'takes', 'a', 'gun', 'and', 'shots', 'him', 'dead.', '""Royapuram""', 'Bava', 'then', 'hires', 'Cheran', 'and', 'Kutty', 'as', 'his', 'henchmen.', 'Cheran', 'starts', 'drinking', 'alcohol,', 'gets', 'addicted', 'to', 'drugs', 'and', 'spends', 'his', 'nights', 'in', 'a', 'brothel', 'where', 'he', 'meets', 'the', 'young', 'prostitute', 'Geetha', '(Sujibala).', 'Cheran', 'slowly', 'begins', 'to', 'rise', 'in', '""Royapuram""', ""Bava's"", 'ranks.', 'When', '""Royapuram""', 'Bava', 'gets', 'killed', 'by', 'his', 'enemies,', 'a', 'vengeful', 'Cheran', 'kills', 'them', 'all.', 'Cheran', 'becomes', 'the', 'most', 'dangerous', 'don', 'of', 'Chennai', 'and', 'he', 'is', 'now', 'called', 'Don', 'Chera', 'by', 'his', 'henchmen.', 'In', 'the', 'meantime,', 'Cheran', 'and', 'Geetha', 'fall', 'in', 'love', 'with', 'each', 'other', 'and', 'they', 'get', 'married', 'with', 'the', 'blessings', 'of', 'his', 'parents.', 'Cheran', 'then', 'starts', 'working', 'for', 'the', 'home', 'minister', 'Perumal', '(Ilavarasu)', 'who', 'orders', 'him', 'to', 'kill', 'innocent', 'people.', 'Thereafter,', 'Geetha', 'gives', 'birth', 'to', 'a', 'baby', 'boy.', 'His', 'family', 'advises', 'Cheran', 'to', 'leave', 'the', 'criminal', 'underworld', 'and', 'to', 'surrender', 'to', 'the', 'police', 'but', 'Cheran', 'refuses.', 'Perumal', 'is', 'soon', 'under', 'serious', 'pressure', 'from', 'the', 'public', 'and', 'government,', 'they', 'suspect', 'him', 'of', 'employing', 'Cheran.', 'He', 'orders', 'the', 'police', 'to', 'encounter', 'Cheran.', 'his', 'friend', 'Kutty', 'and', 'his', 'henchmen', 'get', 'killed', 'in', 'an', 'encounter.', 'Cheran,', 'who', 'is', 'now', 'on', 'the', 'run,', 'must', 'protect', 'his', 'family', 'as', 'they', 'too', 'are', 'in', 'danger.', 'Kamal', 'Bhai', 'arranges', 'a', 'meeting', 'between', 'Cheran', 'and', 'Perumal,', 'Cheran', 'kills', 'Perumal', 'as', 'he', 'would', 'spoil', ""others'"", 'lives', 'like', 'his', 'in', 'the', 'future.', 'In', 'the', 'process,', 'Kamal', 'Bhai', 'is', 'killed', 'by', 'the', 'police', 'and', 'Cheran', 'escapes', 'for', 'the', 'place.', 'Cheran', 'returns', 'to', 'his', 'home', 'and', 'asks', 'his', 'family', 'to', 'save', 'him.', 'Cheran', 'who', 'could', 'not', 'sleep', 'peacefully', 'since', 'he', 'entered', 'the', 'criminal', 'underworld', 'begs', 'his', 'mother', 'to', 'make', 'him', 'sleep', 'and', 'Dhanalakshmi', 'shoots', 'him', 'dead.', 'The', 'film', 'ends', 'with', 'the', 'family', 'fulfilling', 'the', 'annual', 'rites', 'of', 'Cheran', 'on', 'the', 'Chennai', 'beach', 'and', 'with', 'Dhanalakshmi', 'explaining', 'all', 'that', 'happened', 'to', 'her', 'young', 'grandson.']",['Drama']
298,2006-06-09,Parijatham,1365496,['K.Bhagyaraj'],"[""Surrender's"", 'mother', 'tells', 'him', 'that', 'she', 'has', 'found', 'him', 'a', 'bride.', 'Before', 'the', 'couple', 'can', 'meet,', 'his', 'mother', 'dies', 'in', 'an', 'accident.', 'He', 'sets', 'out', 'to', 'find', 'the', 'woman', 'his', 'mother', 'wanted', 'him', 'to', 'marry.']",['Romance']
299,2006-10-06,Sengathu,13683650,['IndhuNathan'],"['Mukhil', '(Amaran),', 'an', 'army', 'officer,', 'returns', 'to', 'his', 'village', 'for', 'his', 'holidays.', 'Upon', 'his', 'return,', 'he', 'meets', 'the', 'bubbly', 'girl', 'Indhu', '(Payal)', 'who', 'seems', 'to', 'be', 'mentally', 'ill.', 'Mukhil', 'lives', 'with', 'his', 'widow', 'mother', 'Chellamma', '(Kuyili)', 'and', 'his', 'immature', 'uncle', 'Yedhukku', '(Ilavarasu).', 'One', 'day,', 'Mukhil', 'saves', 'Indhu', 'who', 'was', 'sexually', 'harassed', 'by', 'some', 'rowdies', 'and', 'he', 'beats', 'them', 'up.', 'Mukhil', 'starts', 'having', 'suspicions', 'about', 'the', 'way', 'Indhu', 'was', 'behaving,', 'so', 'one', 'day,', 'he', 'forcibly', 'kisses', 'her', 'on', 'the', 'mouth', 'to', 'see', 'her', 'reaction.', 'Indhu', 'scolds', 'him', 'for', 'behaving', 'like', 'that', 'and', 'spits', 'on', 'his', 'face.', 'Indhu', 'belongs', 'to', 'a', 'poor', 'family,', 'she', 'lives', 'with', 'her', 'sick', 'grandmother', 'and', 'her', 'little', 'brother', 'Suresh.', 'Mukhil', 'then', 'apologizes', 'for', 'his', 'disgusting', 'act', 'to', 'Indhu', 'and', 'he', 'professes', 'his', 'love', 'to', 'her', 'but', 'she', ""doesn't"", 'respond.', 'Mukhil', 'was', 'so', 'desperate', 'to', 'figure', 'out', 'why', 'Indhu', 'is', 'acting', 'like', 'a', 'mentally', 'ill', 'person,', 'so', 'he', 'asks', 'her', 'to', 'tell', 'him', 'the', 'whole', 'story', 'the', 'next', 'day', 'otherwise', 'he', 'will', 'consider', 'suicide.', 'The', 'next', 'day,', ""Indhu's"", 'grandmother', 'dies,', 'therefore,', 'she', 'could', 'not', 'meet', 'Mukhil,', 'so', 'Mukhil', 'attempts', 'to', 'commit', 'suicide', 'but', 'the', 'villagers', 'save', 'him.', 'Later,', 'Indhu', 'accepts', 'his', 'love', 'and', 'reveals', 'to', 'the', 'villagers', 'that', 'she', 'is', 'not', 'mentally', 'ill.', 'A', 'few', 'years', 'ago,', 'Indhu', 'witnessed', 'a', 'government', 'official', 'being', 'killed', 'by', 'the', 'village', 'bigwig', 'Malayandi', '(Kovai', 'Desingu).', 'In', 'the', 'past,', 'she', 'was', 'born', 'to', 'a', 'devadasi', '(prostitute)', 'and', 'her', 'mother', 'died', 'during', 'childbirth.', 'As', 'per', 'the', 'village', 'custom,', 'Indhu', 'must', 'be', 'brought', 'up', 'by', 'a', 'Brahmin', 'family', 'and', 'at', 'the', 'age', 'of', 'majority,', 'she', 'had', 'to', 'become', 'a', 'devadasi.', 'Seenu', '(Srinivasa', 'Gurukkal)', 'adopted', 'her', 'but', 'when', 'she', 'hit', 'puberty,', 'he', 'refused', 'his', 'daughter', 'to', 'be', 'a', 'devadasi.', 'Seenu', 'knew', 'that', 'he', 'could', 'not', 'change', 'his', ""daughter's"", 'faith', 'so', 'he', 'chose', 'to', 'commit', 'suicide.', 'Since', 'that', 'day,', 'Indhu', 'has', 'to', 'act', 'like', 'a', 'mentally', 'ill', 'person', 'to', 'not', 'become', 'a', 'devadasi.', 'The', 'village', 'court', 'decides', 'to', 'send', 'Indhu', 'to', ""Malayandi's"", 'village.', 'Malayandi', 'plans', 'to', 'get', 'married', 'with', 'Indhu', 'thus', 'she', 'will', 'become', 'a', 'devadasi.', 'Chellamma', 'then', 'orders', 'her', 'son', 'to', 'save', 'his', 'lover', 'from', 'this', 'evil', 'practice.', 'Mukhil', 'enters', 'their', 'village', 'and', 'fights', 'with', ""Malayandi's"", 'henchmen,', 'during', 'the', 'fight,', 'Mukhil', 'was', 'deeply', 'wounded', 'by', 'the', 'henchmen.', 'He', 'manages', 'to', 'knock', 'Malayandi', 'out', 'and', 'stops', 'the', 'wedding,', 'he', 'then', 'advises', 'the', 'villagers', 'to', 'abolish', 'this', 'ancestral', 'practice.', 'Malayandi', 'asks', 'for', 'forgiveness', 'and', 'he', 'decides', 'to', 'become', 'a', 'good', 'man.', 'The', 'film', 'ends', 'with', 'Mukhil', 'and', 'Indhu', 'leaving', ""Malayandi's"", 'village', 'hand', 'in', 'hand.']",['Drama']
